ID,TaggingEvent,Date,Crew,Site,Peddle Time (min),Species,TL (mm),High Tag,Reward Tag #,2nd Reward Tag #,Num tagged,Radio Tag Frequency,Code,Combined
337,1,2/17/22,NCAT,37,NA,ALB,329,1184,1184,NA,1,NA,,
338,1,2/17/22,NCAT,37,NA,ALB,449,1157,1157,NA,1,NA,,
339,1,2/17/22,NCAT,37,NA,ALB,462,1169,1063,1169,2,NA,,
340,1,2/17/22,NCAT,37,NA,ALB,440,1165,1165,NA,1,NA,,
341,1,2/17/22,NCAT,37,NA,ALB,398,1159,1159,NA,1,NA,,
342,1,2/17/22,NCAT,37,NA,ALB,409,1186,1186,1093,2,NA,,
343,1,2/17/22,NCAT,37,NA,ALB,385,1185,1185,NA,1,NA,,
344,1,2/17/22,NCAT,37,NA,ALB,420,1199,1199,NA,1,NA,,
345,1,2/17/22,NCAT,37,NA,ALB,471,1183,1183,1156,2,NA,,
346,1,2/17/22,NCAT,37,NA,ALB,379,1172,1172,NA,1,NA,,
347,1,2/17/22,NCAT,37,NA,ALB,358,1198,1198,NA,1,NA,,
348,1,2/17/22,NCAT,37,NA,ALB,438,1182,1180,1182,2,NA,,
349,1,2/17/22,NCAT,37,NA,ALB,349,1170,1170,NA,1,NA,,
350,1,2/17/22,NCAT,37,NA,ALB,408,1190,1190,NA,1,NA,,
351,1,2/17/22,TJMAX,90,26:39:00,ALB,450,333,333,NA,1,NA,,
352,1,2/17/22,TJMAX,90,26:39:00,ALB,386,350,350,NA,1,NA,,
353,1,2/17/22,TJMAX,90,26:39:00,ALB,443,1114,1114,1105,2,NA,,
354,1,2/17/22,TJMAX,90,26:39:00,ALB,392,335,335,NA,1,NA,,
355,1,2/17/22,TJMAX,90,26:39:00,ALB,480,2489,2489,NA,1,NA,,
356,1,2/17/22,TJMAX,89,29:05:00,ALB,337,347,327,347,2,NA,,
357,1,2/17/22,TJMAX,89,29:05:00,ALB,415,1119,1119,NA,1,NA,,
358,1,2/17/22,TJMAX,89,29:05:00,ALB,495,339,339,NA,1,NA,,
359,1,2/17/22,TJMAX,89,29:05:00,ALB,425,1397,1395,1397,2,NA,,
360,1,2/17/22,TJMAX,127,24:30:00,ALB,453,1373,1373,NA,1,NA,,
361,1,2/17/22,TJMAX,127,24:30:00,ALB,379,1370,1370,NA,1,NA,,
362,1,2/17/22,TJMAX,127,24:30:00,ALB,436,596,596,341,2,NA,,
363,1,2/17/22,TJMAX,127,24:30:00,ALB,500,1374,1374,NA,1,NA,,
364,1,2/17/22,TJMAX,126,31:43:00,ALB,360,1107,1107,NA,1,NA,,
365,1,2/17/22,TJMAX,126,31:43:00,ALB,314,1372,1372,NA,1,NA,,
366,1,2/17/22,TJMAX,126,31:43:00,ALB,406,595,595,592,2,NA,,
367,1,2/17/22,TJMAX,126,31:43:00,ALB,435,1368,1368,NA,1,NA,,
368,1,2/18/22,TJMAX,83,40:52:00,ALB,455,591,591,349,2,NA,,
369,1,2/18/22,TJMAX,83,NA,ALB,335,587,587,NA,1,NA,,
370,1,2/18/22,TJMAX,83,12:37,ALB,371,2486,2486,NA,1,NA,,
371,1,2/18/22,TJMAX,83,NA,ALB,432,970,970,583,2,NA,,
372,1,2/18/22,TJMAX,4,27:14:00,ALB,341,598,598,NA,1,NA,,
373,1,2/18/22,TJMAX,4,NA,ALB,370,597,597,NA,1,NA,,
374,1,2/18/22,TJMAX,4,NA,ALB,404,582,582,NA,1,NA,,
375,1,2/18/22,TJMAX,4,NA,ALB,369,2098,2098,NA,1,NA,,
376,1,2/18/22,TJMAX,4,NA,ALB,409,986,986,599,2,NA,,
377,1,2/18/22,TJMAX,3,31:22:00,ALB,376,1371,1371,NA,1,NA,,
378,1,2/18/22,TJMAX,3,NA,ALB,323,1138,1138,1112,2,NA,,
379,1,2/18/22,TJMAX,3,NA,ALB,439,1123,1123,NA,1,NA,,
380,1,2/18/22,TJMAX,3,NA,ALB,356,1136,1136,NA,1,NA,,
381,1,2/18/22,TJMAX,3,NA,ALB,350,593,589,593,2,NA,,
382,1,2/18/22,TJMAX,3,NA,ALB,419,1369,1369,NA,1,NA,,
383,1,2/18/22,TJMAX,3,NA,ALB,380,1106,1106,NA,1,NA,,
384,1,2/18/22,TJMAX,3,NA,ALB,429,1149,1149,1145,2,NA,,
385,1,2/18/22,TJMAX,3,NA,ALB,300,586,586,NA,1,NA,,
386,1,2/18/22,TJMAX,7,11:47,ALB,512,1126,1126,NA,1,NA,,
387,1,2/18/22,TJMAX,7,NA,ALB,391,594,585,594,2,NA,,
388,1,2/18/22,TJMAX,7,NA,ALB,465,983,983,NA,1,NA,,
389,1,2/18/22,TJMAX,11,7:08,ALB,351,947,334,947,2,NA,,
390,1,2/18/22,TJMAX,11,NA,ALB,330,2100,2100,NA,1,NA,,
391,1,2/18/22,TJMAX,11,NA,ALB,329,2243,2243,NA,1,NA,,
392,1,2/18/22,NCAT,41,51,ALB,400,249,249,228,2,NA,,
393,1,2/18/22,NCAT,41,51,ALB,378,420,420,NA,1,NA,,
394,1,2/18/22,NCAT,41,51,ALB,372,178,178,NA,1,NA,,
395,1,1/11/22,TJMAX,60,70,LMB,445,1246,1246,NA,1,NA,,
396,1,1/11/22,TJMAX,60,70,LMB,382,674,674,672,2,NA,,
397,1,1/11/22,TJMAX,60,70,LMB,395,670,670,NA,1,NA,,
398,1,1/11/22,TJMAX,170,45,LMB,411,649,649,NA,1,NA,,
399,1,1/11/22,TJMAX,170,45,LMB,330,1244,1244,NA,1,NA,,
400,1,1/11/22,TJMAX,170,45,LMB,386,659,643,659,2,NA,,
401,1,1/11/22,TJMAX,171,40,LMB,337,1218,1218,NA,1,NA,,
402,1,1/11/22,TJMAX,171,40,LMB,396,2242,2242,NA,1,NA,,
403,1,1/11/22,TJMAX,171,40,LMB,380,644,642,644,2,NA,,
404,1,1/11/22,TJMAX,171,40,LMB,352,1213,1213,NA,1,NA,,
405,1,1/11/22,TJMAX,171,40,LMB,323,656,656,NA,1,NA,,
406,1,1/11/22,TJMAX,171,40,LMB,495,1242,1242,1217,2,NA,,
407,1,1/11/22,TJMAX,171,40,LMB,441,1209,1209,NA,1,NA,,
408,1,1/11/22,TJMAX,174,40:14:00,LMB,375,658,658,652,2,NA,,
409,1,1/11/22,TJMAX,174,40:14:00,LMB,368,642,642,NA,1,NA,,
410,1,1/11/22,TJMAX,174,40:14:00,LMB,425,648,648,647,2,NA,,
411,1,1/11/22,TJMAX,174,40:14:00,LMB,335,1214,1214,NA,1,NA,,
412,1,1/11/22,TJMAX,174,40:14:00,LMB,365,1215,1207,1215,2,NA,,
413,1,1/11/22,TJMAX,174,40:14:00,LMB,304,655,655,NA,1,NA,,
414,1,1/11/22,TJMAX,174,40:14:00,LMB,464,1205,1205,NA,1,NA,,
415,1,1/11/22,TJMAX,175,40:30:00,LMB,311,679,679,657,2,NA,,
416,1,1/11/22,TJMAX,175,40:30:00,LMB,325,1211,1211,NA,1,NA,,
417,1,1/12/22,TJMAX,163,45,LMB,301,681,681,NA,1,NA,,
418,1,1/12/22,TJMAX,163,45,LMB,312,676,676,666,2,NA,,
419,1,1/12/22,TJMAX,164,35:12:00,LMB,355,1239,1239,NA,1,NA,,
420,1,1/12/22,TJMAX,164,35:12:00,LMB,430,675,653,675,2,NA,,
421,1,1/12/22,TJMAX,61,NA,LMB,300,1236,1236,NA,1,NA,,
422,1,1/12/22,TJMAX,61,NA,LMB,406,678,678,NA,1,NA,,
423,1,1/12/22,TJMAX,159,NA,LMB,304,604,604,NA,1,NA,,
424,1,1/12/22,TJMAX,159,NA,LMB,307,618,618,607,2,NA,,
425,1,1/12/22,TJMAX,159,NA,LMB,398,667,667,NA,1,NA,,
426,1,1/12/22,TJMAX,159,NA,LMB,300,645,645,NA,1,NA,,
427,1,1/12/22,TJMAX,159,NA,LMB,542,673,673,615,2,NA,,
428,1,1/13/22,TJMAX,160,40:57:00,LMB,473,609,609,NA,1,NA,,
429,1,1/13/22,TJMAX,160,40:57:00,LMB,375,620,620,612,2,NA,,
430,1,1/13/22,TJMAX,156,39:38:00,LMB,305,613,613,NA,1,NA,,
431,1,1/13/22,TJMAX,156,39:38:00,LMB,366,608,608,NA,1,NA,,
432,1,1/13/22,TJMAX,155,34:24:00,LMB,308,616,616,610,2,NA,,
433,1,1/13/22,TJMAX,155,34:24:00,LMB,340,1248,1248,NA,1,NA,,
434,1,1/13/22,TJMAX,155,34:24:00,LMB,325,1250,1250,NA,1,NA,,
435,1,1/13/22,TJMAX,155,34:24:00,LMB,325,665,646,665,2,NA,,
436,1,1/13/22,TJMAX,155,34:24:00,LMB,332,1240,1240,NA,1,NA,,
437,1,1/13/22,TJMAX,71,41:34:00,LMB,330,2244,2244,NA,1,NA,,
438,1,1/13/22,TJMAX,71,41:34:00,LMB,432,677,601,677,2,NA,,
439,1,1/13/22,TJMAX,71,41:34:00,LMB,424,1235,1235,NA,1,NA,,
440,1,1/13/22,TJMAX,71,41:34:00,LMB,376,1241,1241,NA,1,NA,,
441,1,1/13/22,TJMAX,71,41:34:00,LMB,471,654,603,654,2,NA,,
442,1,1/13/22,TJMAX,71,41:34:00,LMB,516,683,683,NA,1,NA,,
443,1,1/13/22,TJMAX,71,41:34:00,LMB,320,619,619,611,2,NA,,
444,1,1/13/22,TJMAX,71,41:34:00,LMB,494,664,664,NA,1,NA,,
445,1,1/13/22,TJMAX,71,41:34:00,LMB,415,605,605,NA,1,NA,,
446,1,1/13/22,TJMAX,70,39:53:00,LMB,306,1259,1259,1253,2,NA,,
447,1,1/13/22,TJMAX,70,39:53:00,LMB,456,910,910,NA,1,NA,,
448,1,1/13/22,TJMAX,70,39:53:00,LMB,388,1256,1256,NA,1,NA,,
449,1,1/13/22,TJMAX,70,39:53:00,LMB,428,928,901,928,2,NA,,
450,1,1/13/22,TJMAX,70,39:53:00,LMB,336,1203,1203,NA,1,NA,,
451,1,1/13/22,TJMAX,70,39:53:00,LMB,457,1254,1254,NA,1,NA,,
452,1,1/13/22,TJMAX,70,39:53:00,LMB,414,1210,1208,1210,2,NA,,
453,1,1/13/22,TJMAX,70,39:53:00,LMB,467,920,920,NA,1,NA,,
454,1,1/13/22,TJMAX,70,39:53:00,LMB,437,923,778,923,2,NA,,
455,1,1/13/22,TJMAX,70,39:53:00,LMB,360,1258,1258,NA,1,NA,,
456,1,1/13/22,TJMAX,70,39:53:00,LMB,550,918,918,911,2,NA,,
457,1,1/13/22,TJMAX,69,37:51:00,LMB,335,942,942,NA,1,NA,,
458,1,1/13/22,TJMAX,69,37:51:00,LMB,375,906,906,NA,1,NA,,
